0.000000000000000000e+00,1.679999999999999896e-02,1.969999999999999876e-02,1.859999999999999848e-02,1.619999999999999912e-02,1.499999999999999944e-02,2.769999999999999893e-02,2.230000000000000038e-02,2.970000000000000070e-02,2.620000000000000107e-02
0.000000000000000000e+00,1.679999999999999896e-02,1.969999999999999876e-02,1.859999999999999848e-02,1.619999999999999912e-02,1.499999999999999944e-02,2.769999999999999893e-02,2.230000000000000038e-02,2.970000000000000070e-02,2.620000000000000107e-02
0.000000000000000000e+00,1.679999999999999896e-02,1.969999999999999876e-02,1.859999999999999848e-02,1.619999999999999912e-02,1.499999999999999944e-02,2.769999999999999893e-02,2.230000000000000038e-02,2.970000000000000070e-02,2.620000000000000107e-02
0.000000000000000000e+00,1.679999999999999896e-02,1.969999999999999876e-02,1.859999999999999848e-02,1.619999999999999912e-02,1.499999999999999944e-02,2.769999999999999893e-02,2.230000000000000038e-02,2.970000000000000070e-02,2.620000000000000107e-02
0.000000000000000000e+00,1.679999999999999896e-02,1.969999999999999876e-02,1.859999999999999848e-02,1.619999999999999912e-02,1.499999999999999944e-02,2.769999999999999893e-02,2.230000000000000038e-02,2.970000000000000070e-02,2.620000000000000107e-02
0.000000000000000000e+00,1.679999999999999896e-02,1.969999999999999876e-02,1.859999999999999848e-02,1.619999999999999912e-02,1.499999999999999944e-02,2.769999999999999893e-02,2.230000000000000038e-02,2.970000000000000070e-02,2.620000000000000107e-02
0.000000000000000000e+00,1.679999999999999896e-02,1.969999999999999876e-02,1.859999999999999848e-02,1.619999999999999912e-02,1.499999999999999944e-02,2.769999999999999893e-02,2.230000000000000038e-02,2.970000000000000070e-02,2.620000000000000107e-02
0.000000000000000000e+00,1.679999999999999896e-02,1.969999999999999876e-02,1.859999999999999848e-02,1.619999999999999912e-02,1.499999999999999944e-02,2.769999999999999893e-02,2.230000000000000038e-02,2.970000000000000070e-02,2.620000000000000107e-02
0.000000000000000000e+00,1.679999999999999896e-02,1.969999999999999876e-02,1.859999999999999848e-02,1.619999999999999912e-02,1.499999999999999944e-02,2.769999999999999893e-02,2.230000000000000038e-02,2.970000000000000070e-02,2.620000000000000107e-02
0.000000000000000000e+00,1.679999999999999896e-02,1.969999999999999876e-02,1.859999999999999848e-02,1.619999999999999912e-02,1.499999999999999944e-02,2.769999999999999893e-02,2.230000000000000038e-02,2.970000000000000070e-02,2.620000000000000107e-02
0,0,0,0,4,0,0,5,0,0
0,0,0,0,4,0,0,5,0,0
0,0,0,0,4,0,0,5,0,0
0,0,0,0,4,0,0,5,0,0
0,0,0,0,4,0,0,5,0,0
0,0,0,0,4,0,0,5,0,0
0,0,0,0,4,0,0,5,0,0
0,0,0,0,4,0,0,5,0,0
0,0,0,0,4,0,0,5,0,0
0,0,0,0,4,0,0,5,0,0
0,0,0,0,4,0,0,5,0,0
0,0,0,0,4,0,0,5,0,0
0,0,0,0,4,0,0,5,0,0
0,0,0,0,4,0,0,5,0,0
